ID,Title,Authors,Venue,Venue Acronym,Venue Type,Year,I1,I2,I3,E1,E2,E3,E4,E5,E6,Included,Notes
82YGKXUX,Integrating building information modeling (BIM) and energy analysis tools with green building certification system to conceptually design sustainable buildings.,"Jalaei, Farzad; Jrade, Ahmad",J. Inf. Technol. Constr.,,,2014,,,,x,,,,,,,Not SE related based on title.
LME9YGGG,Integrating web-based GIS and image processing tools for environmental monitoring and natural resource management,"Tsou, Ming-Hsiang",Journal of Geographical Systems,,,2004,,,,x,,,,,,,Not SE related based on title.
JLTPH9BM,Integration of environmental sustainability and product quality criteria in the decision-making process for feeding strategies in seabream aquaculture companies,"Luna, Manuel; Llorente, Ignacio; Cobo, Ángel",Journal of cleaner production,,,2019,,,,x,,,,,,,Not SE related based on title.
2H8QKR4I,Interdisciplinary perspectives on environmental appraisal and valuation techniques,"Hammond, Geoffrey P.; Winnett, Adrian B.",Proceedings of the Institution of Civil Engineers-Waste and Resource Management,,,2006,,,,x,,,,,,,Not SE related based on title.
S8Q3Q8H6,Intergrating Building Information Modelling (BIM) and Tools with Green Building Certification System in Designing and Evaluating Water Efficiency of Green Building for Sustainable Buildings,"Nguyen, Thao P.; Nguyen, Viet-Anh; Pham, Dong D.; Do, Hoang Q.",IOP Conference Series: Materials Science and Engineering,,,2021,,,,x,,,,,,,Not SE related based on title.
QTRIPJ7H,Intuitive Self-Inspection Techniques based on BIM for Energy-efficient Buildings: EU Horizon 2020 Research Project INSITER,"Sebastian, Rizal; Damen, Ton; van Delft, André; Revel, Gian Marco; D'Antuono, Antonio; Martarelli, Milena","Eighth International Conference on Construction in the 21st Century (CITC-VIII), Thessaloniki",,,2015,,,,x,,,,,,,Not SE related based on title.
LSBAJWP4,Investigating the effect of design patterns on energy consumption,"Feitosa, Daniel; Alders, Rutger; Ampatzoglou, Apostolos; Avgeriou, Paris; Nakagawa, Elisa Yumi",Journal of Software: Evolution and Process,,,2017,x,x,x,,,,,,,x,Presents alternatives to the GoF patterns that offer better performance  than the original GoF patterns.
R2FNZSWN,Investigating the Impact of Code Refactoring Techniques on Energy Consumption in Different Object-Oriented Programming Languages,"Sanlialp, Ibrahim; Ozturk, Muhammed Maruf",The International Conference on Artificial Intelligence and Applied Mathematics in Engineering,,,2019,x,x,x,,,,,,,x,Indirectly proposes code patterns that increase energy efficiency
Q6QUGSEM,"Investigating uncertainty and sensitivity in integrated, multimedia environmental models: tools for FRAMES-3MRA","Babendreier, Justin E.; Castleton, Karl J.",Environmental Modelling & Software,,,2005,,,,x,,,,,,,Not energy efficiency related based on title.
GXRX9RTC,Investigation for Software Power Consumption of Code Refactoring Techniques.,"Park, Jae Jin; Hong, Jang-Eui; Lee, Sang-Ho",SEKE,,,2014,x,x,x,,,,,,,x,Proposes M. Fowler's refactoring techniques that increase energy efficiency
RZP5X93G,Lifetime and energy efficiency improvement techniques for hierarchical networks,"Suhas, A. R.; Manoj Priyatham, M.",International Journal of Engineering and Advanced Technology,,,2019,,,,x,,,,,,,Not application level energy efficiency tactics.
XA76G2CC,Mastering Regulatory Compliance: Cybersecurity and Green/Lean Validation Strategies.,"King-Bailey, Valarie",Journal of GXP Compliance,,,2015,,,,x,,,,,,,Not focused on application level software energy efficiency tactics. Considers the use of paper-less ICT processes as green tactics.
2TM6CI4T,Meta-scheduling techniques for energy-efficient robust and adaptive time-triggered systems,"Sorkhpour, Babak; Murshed, Ayman; Obermaisser, Roman",2017 IEEE 4th International Conference on Knowledge-Based Engineering and Innovation (KBEI),,,2017,x,x,,,,,,,,,Proposes energy efficient scheduling technique at the OS level.
WLQEWQZ5,MetaMine–a tool to detect and analyse gene patterns in their environmental context,"Bohnebeck, Uta; Lombardot, Thierry; Kottmann, Renzo; Glöckner, Frank O.",BMC bioinformatics,,,2008,,,,x,,,,,,,Not SE related based on title.
3SPDLX6I,Minimal evidence for consistent changes in maize DNA methylation patterns following environmental stress,"Eichten, Steven R.; Springer, Nathan M.",Frontiers in plant science,,,2015,,,,x,,,,,,,Not SE related based on title.
DMEHKMZ4,Mining energy consumption behavior patterns for households in smart grid,"Singh, Shailendra; Yassine, Abdulsalam",IEEE Transactions on Emerging Topics in Computing,,,2017,,,,x,,,,,,,Not SE related based on title.
I2DKQSUE,Mining environmental data for prediction of transmission patterns of communicable diseases,"Vora, Urjaswala; Vakharwala, Avani; Chomal, Peeyush; Sutar, Mohasin","2015 17th International Conference on E-health Networking, Application & Services (HealthCom)",,,2015,,,,x,,,,,,,Not SE related based on title.
356KISV8,Mining the ROS ecosystem for green architectural tactics in robotics and an empirical evaluation,"Malavolta, Ivano; Chinnappan, Katerina; Swanborn, Stan; Lewis, Grace A.; Lago, Patricia",2021 IEEE/ACM 18th International Conference on Mining Software Repositories (MSR),,,2021,x,x,,,,,,,,,"Proposes tactics for robotics software. However, the tactics are implemented at an OS - Hardware level. Tactics include limiting tasks, hardware scheduling, and on-demand components."
F73IGYUS,Mobile environmental sensing and sustainable public transportation using ICT tools,"Xhafka, E.; Teta, J.; Agastra, E.",network,,,2015,,,,x,,,,,,,Not SE related based on title.
VG38RYIL,Model-based Energy Consumption Estimation using Instruction-Patterns in Embedded Software Development,"Rim, H. I.; Han, A. R.; Bae, D. H.; Hong, J. E.",Proc. of the KCSE,,,2009,,,,,,,,,x,,Paper not available.
5JXCGUB9,Modelling Intervention Strategies for Cooperative Environmental Management,"Doran, Jim",,,,2002,,,,x,,,,,,,Not SE related based on title.
CJPCI4QJ,Modified Multi-Cluster Routing Techniques for Energy Efficiency in Wireless Sensor Networks,"Yogesh, A.; Raju, Bhupathi Raju Venkata Rama",Journal of Computational and Theoretical Nanoscience,,,2017,,,,,,,,,x,,Paper not available. Need to pay for journal.
G8N6TCTZ,Molecular modelling techniques in environmental research,"Urniaż, Rafa\l D.; Rutkowska, Ewelina; Jastrzębski, Jan P.; Książek, Pawe\l; Rudnicka, Katarzyna",Environmental Biotechnology,,,2013,,,,x,,,,,,,Not SE related based on title.
HJ7L6ZXK,Network models for searching for optimal economic and environmental strategies for field development,"Khorolskyi, Andrii; Hrinov, Volodymyr; Kaliushenko, Olena","Procedia Environmental Science, Engineering and Management",,,2019,,,,x,,,,,,,Not SE related based on title.
RACKCDPR,New Data and New Tools for Answering Environmental Health Questions: The Importance of Being Critically Creative,"Waller, Lance A.",,,,,,,,x,,,,,,,Not SE related based on title.
9FG3HF92,Normalization Strategies for Enhancing Spatio-Temporal Analysis of Social Media Responses during Extreme Events: A Case Study based on Analysis of Four Extreme Events using Socio-Environmental Data Explorer (SEDE),"Ajayakumar, Jayakrishnan; Shook, Eric; Turner, Victoria K.","ISPRS Annals of the Photogrammetry, Remote Sensing and Spatial Information Sciences",,,2017,,,,x,,,,,,,Not SE related based on title.
5HY3SMWF,On retrieving patterns in environmental sensor data,"Shahriar, Md; Souza, Paulo de; Timms, Greg",Earth Science Informatics,,,2012,,,,x,,,,,,,Not application level energy efficiency tactics.
CYWQ9VD3,On the Application of Soft Computing Techniques for Energy Efficiency in WSN,"Singh, Surender; Anand, Darpan",2021 Third International Conference on Inventive Research in Computing Applications (ICIRCA),,,2021,,,,,,,,,x,,Paper focuses on routing tactics for WSN. Paper not available.
YAPCGV3M,On the energy consumption of design patterns,"Bunse, Christian; Stiemer, Sebastian","Softwaretechnik-Trends: Vol. 33, No. 2",,,2013,x,,x,,,,,,,,"Study evaulates Gamma patterns and their energy consumption, however, they find that at best, Gamma patterns are the same as non-patterned applications. "
TKSV4V8X,Optimising energy consumption of design patterns,"Noureddine, Adel; Rajan, Ajitha",2015 IEEE/ACM 37th IEEE International Conference on Software Engineering,,,2015,x,x,x,,,,,,,x,"Proposes optimizing patterns at the compiler level. They analyze two patterns, Decorator and Observer and record a ~4% - ~25% energy efficiency increase."
IGWSFH9R,OPTIMIZED ENERGY EFFICIENT MULTIPATHMODEL BASED CROSS LAYER ROUTING TECHNIQUES FOR GAUSS MARKOV MOVABLE NODE MANAGEMENT IN MANET,"Devi, SS Kokila1 Dr CL Brindha",International Journal of Pure and Applied Mathematics,,,2018,x,x,,x,,,,,,,Paper propoes mode management techniques for energy efficiency at the router level.
GC5QAFT5,People-centred approach for ict tools supporting energy efficient and healthy behaviour in buildings,"Tisov, Ana; Podjed, Dan; D’Oca, Simona; Vetršek, Jure; Willems, Eric; Veld, Peter Op’t",Multidisciplinary Digital Publishing Institute Proceedings,,,2018,,,,x,,,,,,,Not SE related based on title.
ISTBZJ7B,Power analysis and optimization techniques for energy efficient computer systems,"Chedid, Wissam; Yu, Chansu; Lee, Ben",Advances in Computers,,,2005,x,x,x,,x,,,,,,"Proposes energy efficient software techniques at various levels of software components, including the application layer. However, this is a book, and is therefore not of the desired granularity."
EYJJGBQI,Prioritization of e-waste management strategies towards green computing using AHP-QFD approach,"Prasad, K. D.; Murthy, P. Krishna; Gireesh, Ch Hima; Prasad, M.; Sravani, K.",Proc. Eng,,,2021,,,,x,,,,,,,E-waste management tactics not focused on software
4UDUZY9H,Program Tools for Estimation of the Green Software Reliability,"Maevsky, Dmitry; Maevskaya, Elena; Shapa, Ludmila; Stetsyuk, Dmitry",ITM Web of Conferences,,,2017,,,,x,,,,,,,"Focuses on tactics that improve the reliability quality attribute of energy effcient software systems. However, it does not specifically focus on green tactics."
CWQ8AABT,Quantifying sustainable improvements: Interactions of energy efficient construction techniques and estimating their efficiency,"Pustola, Kyle; Aktas, Can B.",Proceedings of the 2014 Zone 1 Conference of the American Society for Engineering Education,,,2014,,,,x,,,,,,,Not SE related based on title.
TEJM9BQC,Recent Advances in Energy Efficient Resource Management Techniques in Cloud Computing Environments,"Gholipour, Niloofar; Arianyan, Ehsan; Buyya, Rajkumar",arXiv preprint arXiv:2107.06005,,,2021,,,,,,x,,,,,Not peered reviewed.
EF9WXBQ7,ReMo Green: Tools to facilitate the implementation of an Energy Management System in Small and Medium-sized Enterprises (SMEs).,"Álvarez, Iria",EnviroInfo,,,2012,,,,x,,,,,,,Not SE related based on title.
F3C4H6N2,Renewable model region harz: climate protection and energy efficiency by modern ICT and innovative operation strategies,"Rohrig, Kurt; Heuer, Jorg; Schlogl, Florian",2009 IEEE Power & Energy Society General Meeting,,,2009,,,,x,,,,,,,Not SE related based on title.
84DPWKCF,Requirements for applying LCA-based environmental impact assessment tools in the early stages of building design,"Meex, Elke; Hollberg, Alexander; Knapen, Elke; Hildebrand, Linda; Verbeeck, Griet",Building and Environment,,,2018,,,,x,,,,,,,Not SE related based on title.
79BU4VK4,Research Progresses on Energy-Efficient Software Optimization Techniques,"Zhao, Xia; Guo, Yao; Chen, Xiangqun",Journal of Computer Research and Development,,,2011,x,x,,,,,x,,,,Not in English.
BU2S4AFE,Review of Energy Consumption and Measurement Management Techniques in Smartphones,"Al Janaby, Ali Othman Mohammed; Ali, Quatiba I.",International Journal of Network and Technology,,,2019,x,x,,,,,,,,,"Proposes the following energy efficient techniques: optimization energy consumption of a wireless
communication network, power trade-offs in video transmission, and user satisfaction-aware energy management approach. These tactics are focused on the OS software layer."
U5XTKBPU,Review of energy reduction techniques for green cloud computing,"AlIsmail, Shaden M.; Kurdi, Heba A.",Int. J. Adv. Comput. Sci. Appl,,,2016,x,x,,,,,,,,,Proposes software optimization techniques only from the perspective of a cloud provider.
GP6L82UR,Review on E-waste management strategies for implementing green computing,"Mukta, Tamanna Akther; Ahmed, Iqbal",Int. J. Comput. Appl,,,2020,x,x,,x,,,,,,,"Briefly mentions green success factors in the development of green software. However, even the cited paper is not about application level software."
GJ5ZJ68D,Review on Energy Efficient Techniques for Mobile Ad Hoc Networks,"Kaur, Navdeep; Kumar, Dinesh",International Journal,,,2017,,,,,,,,,x,,Paper not available.
NM82FAV2,Review on Various Energy-Aware and SLA Violation Reduction Techniques,"Shukla, Praveen; Pateriya, R. K.",International Journal of Computer Applications,,,2015,x,x,,x,,,,,,,Paper focuses on software strategies from the perspective of cloud datacenters.
C5G5I6VI,SECURE AND ENERGY AWARE TASK SCHEDULING IN CLOUD USING DEEP LEARNING AND CRYPTOGRAPHIC TECHNIQUES,"Rekha, S.; Kalaiselvi, C.",ICTACT Journal on Communication Technology,,,2021,,,,,,,,,x,,Paper not available.
M9733J8I,Secure Energy Efficient Routing in Wireless Sensor Network-A Survey on Existing Techniques,"Patil, Reshma; Shinde, Sharmila M.",International Journal of Advanced Research in Computer Science and Software Engineering,,,2014,,,,x,,,,,,,Paper focuses on software strategies in at the protocol router level.
BCPGD5RX,Secure energy efficient routing Protocol in wireless sensor network Using swarm intelligence techniques,"Akila, T.",,,,,,,,x,,,,,,,Paper focuses on software strategies in at the protocol router level.
L7J9ASPV,Seeing the forest through the trees: A review of integrated environmental modelling tools,"Granell, Carlos; Schade, Sven; Ostländer, Nicole","Computers, Environment and Urban Systems",,,2013,,,,x,,,,,,,Not SE related based on title.
GHX6F7CT,Self-test techniques in SoC for low power consumption,"Rao, M. Venkateswara; SaiSravani, N.; Brahmanandam, SPVA",Int. J. Comp. Tech. Appl,,,2011,,,,x,,,,,,,Proposes a technique to improve energy efficiency on system on a chip devices from the hardware perspective.
RXVMR2B2,Simulation of Algorithms and Techniques for Green Cloud Computing Using CloudAnalyst,"Qarqur, Hasan; Sah, Melike",International Conference on Innovative Computing and Cutting-edge Technologies,,,2020,,,,,,x,,,,,Study is not peer reviewed.
REJRQLHU,Simulation-assisted investigation of the electric power consumption of milling processes and machine tools,"Wirtz, Andreas; Meiner, Matthias; Wiederkehr, Petra; Myrzik, Johanna",Procedia CIRP,,,2018,,,,x,,,,,,,Not SE related based on title.
T64ID4BC,Simulation-based decision support tools in the early design stages of a green building—A review,"Han, Tian; Huang, Qiong; Zhang, Anxiao; Zhang, Qi",Sustainability,,,2018,,,,x,,,,,,,Not SE related based on title.
2A3BQM5I,Smartphones power consumption & energy saving techniques,"Zaman, Noor; Almusalli, Fatimah Abdulaziz",2017 International Conference on Innovations in Electrical Engineering and Computational Technologies (ICIEECT),,,2017,x,x,x,,,,,,,x,Reviews one application level technique to improve energy efficiency by controlling the applications hardware and software depending on the battery levels.
4M8F6REM,Software and Hardware Techniques for Power-Efficient HPC Networking,"reen Hpc, G.",,,,,x,x,,x,,,,,,,"Proposes to use concurrency at the computation and communication steps of an application in order to improve energy efficiency. However, since it is not mainly application focused but more network focused, it falls otuside of the standard application range."
HFGU26NT,Software development lifecycle for energy efficiency: techniques and tools,"Georgiou, Stefanos; Rizou, Stamatia; Spinellis, Diomidis",ACM Computing Surveys (CSUR),,,2019,x,x,x,,,,,,,x,"This paper finds that parallel and
approximate programming, source code analyzers, efficient data structures, coding practices, and specific programming languages can significantly increase energy efficiency."
X84GRERR,Software optimization: energy consumption map and energy-aware techniques for green compilers,"Kryvtsov, Andrii",,,,,,,,,,,,,x,,Paper not available.
7YZ447D6,Software Techniques for Making Cloud Data Centers Energy-efficient: A Systematic Mapping Study,"Khan, Fauzia; Anwar, Hina; Pfahl, Dietmar; Srirama, Satish",2020 46th Euromicro Conference on Software Engineering and Advanced Applications (SEAA),,,2020,x,x,,x,,,,,,,Reviews software techniques from the perspective of data centers.
WALPKG4C,Software tools and techniques for energy efficiency in data Centres,"Sheme, Enida; Frasheri, Neki",International Journal on Information Technologies and Security,,,2015,x,x,,x,,,,,,,"Paper proposes software tools and practices used to measure, monitor, and simulate energy issues in a cloud computing system, from the perspective of a cloud provider."
PK9TN4EL,Software tools for efficient model-based design of energy optimized aircraft,"O'Connell, Tim C.; McCarthy, Kevin; Yeu, Rodney; Pigg, Paul; Bowman, Timothy; Lamm, Peter",SAE International Journal of Aerospace,,,2012,,,,x,,,,,,,Not SE related based on title.
VFD83MX9,Software tools for tasks of sustainable development of environmental problems: peculiarities of programming and implementation in the specialists’ preparation,"Іatsyshyn, Andrii; Іatsyshyn, Anna; Artemchuk, Volodymyr; Kameneva, Iryna; Kovach, Valeriia; Popov, Oleksandr",E3S Web of Conferences,,,2020,,,,x,,,,,,,Not SE related based on title.
ATPDUDUC,Solar-Design Tools for Green Building,"Howard, Bion",HOME ENERGY,,,2007,,,,x,,,,,,,Not SE related based on title.
SMIQ4XZE,Spatiotemporal patterns of visitors in urban green parks by mining social media big data based upon WHO reports,"Ullah, Hidayat; Wan, Wanggen; Haidery, Saqib Ali; Khan, Naimat Ullah; Ebrahimpour, Zeinab; Muzahid, A. A. M.",IEEE Access,,,2020,,,,x,,,,,,,Not SE related based on title.
L3EEAHNB,Strategies and Implementation Steps Green ICT Campus,"Sukardi, Mardiana",,,,,,,,x,,x,,,,,Not peered reviewed.
ZH3J6T6Y,Strategies to Integrate Human Behavior and Energy Efficiency: A Case Study,"WENTZ, BLAKE; WENTZ, TIMOTHY",,,,,,,,x,,,,,,,Not SE related. Paper deals with people's energy consumption patterns.
566PMMXJ,Supervised machine learning techniques in the desulfurization of oil products for environmental protection: A review,"Al-Jamimi, Hamdi A.; Al-Azani, Sadam; Saleh, Tawfik A.",Process Safety and Environmental Protection,,,2018,,,,x,,,,,,,Not SE related based on title.
WXPZZMDY,supplemental data acquisition tools for modeling environmental systems,"Steidley, Carl W.; Bachnak, Rafic; Sadovski, Alexey",Revista de Matemática: Teoría y Aplicaciones,,,2005,,,,x,,,,,,,Not SE related based on title.
3G2H7FB4,Survey of Energy Efficient techniques in MANETs,"Bansal, Er Yadhunandan; RIMT-IET, Mandi Gobindgarh; Sharma, Er Abhilash",,,,,,,,x,,,,,,,Paper proposes energy saving techniques at the routing level.
MRFJJ3NY,Survey of techniques and architectures for designing energy-efficient data centers,"Shuja, Junaid; Bilal, Kashif; Madani, Sajjad A.; Othman, Mazliza; Ranjan, Rajiv; Balaji, Pavan; Khan, Samee U.",IEEE Systems Journal,,,2014,x,x,,x,,,,,,,Proposes mechanisms to control and coordinate data center resources for energy-efficient operations only from the perspective of a data center.
ZQ9BV8ML,TAPO: Thermal-aware power optimization techniques for servers and data centers,"Huang, Wei; Allen-Ware, Malcolm; Carter, John B.; Elnozahy, Elmootazbellah; Hamann, Hendrik; Keller, Tom; Lefurgy, Charles; Li, Jian; Rajamani, Karthick; Rubio, Juan",2011 International green computing conference and workshops,,,2011,,,,x,,,,,,,Not SE related based on title.
V5BDYTMV,Teaching computerized techniques for the design of energy-efficient HVAC systems,"Zmeureanu, R.; Fazio, P.","ASHRAE Transactions (American Society of Heating, Refrigerating and Air-Conditioning Engineers);(USA)",,,1989,,,,x,,,,,,,Not SE related based on abstract.
9BLI4R7N,The CRE tambora. org–new data and tools for collaborative research in climate and environmental history,"Riemann, Dirk; Glaser, Rüdiger; Kahle, Michael; Vogt, Steffen",Geoscience Data Journal,,,2015,,,,x,,,,,,,Not SE related based on title.
S6UVGX2R,The Design and Implementation of Energy-aware Data Gathering Techniques (EDGE) for In-building Wireless Sensor Networks,"Kwon, YookChun; Kim, Dongkyun; Toh, C. K.; Kim, Joungsik",2007 First International Global Information Infrastructure Symposium,,,2007,,,,x,,,,,,,Paper proposes energy saving techniques at the routing level.
XZCF8LJ4,"THE DEVELOPMENT OF COLLABORATORY TOOLS TO FACILITATE MULTI-DISCIPLINARY, MULTI-SCALE RESEARCH ENVIRONMENTAL KINETICS RESEARCH","MUELLER, Karl T.; BROUWER, William; WASHTON, Nancy M.; GARRISON, Barbara J.; NANGIA, Shikha; BRANTLEY, Susan L.; BANDSTRA, Joel; KUBICKI, James; MITRA, Prasenjit; GILES, C. Lee",2006 Philadelphia Annual Meeting,,,2006,,,,x,,,,,,,Not SE related based on title.
4YCSKG5Y,The Impact of Green Supply Chain Management for Environmental Capabilities and Strategies on Improving the Performance of Thermal Power Plants,"Bayat, Ruhollah; Benia, Leila",Journal of Strategic Management Studies,,,2020,,,,x,,,,,,,Not SE related based on title.
8PUI249V,The Influence of Environmental Parameters on the Acceptance of Collaboration Tools.,"Behm, Astrid; Rashid, Asarnusch",PRIMIUM,,,2008,,,,x,,,,,,,Not focused on SE energy efficiency based on abstract and conclusion.
T6NUWEP4,The influence of green strategies design onto quality requirements prioritization,"Condori Fernandez, Nelly; Lago, Patricia",International Working Conference on Requirements Engineering: Foundation for Software Quality,,,2018,,x,x,,,,,,,,"Paper investigates the influence green strategies have on the quality requirement identification of service based software applications. Although energy efficiency is part of service awareness, the paper consider other green strategies outside of service awareness such as people awareness and process awareness which fall outside of energy efficient software. Hence this paper has been rejected."
BVHP6EFA,Tools and solutions for environmental reporting and energy management,"Suhonen, Tuomo",,,,2004,,,,x,,,,,,,Not SE related based on title.
KN8RSB2Y,Tools and Techniques for Energy-Efficient Mobile Application Development,"Cruz, Luis Miranda",,,,2019,,,,,,x,,,,,Not peered reviewed.
QA6KYF83,Tools for enabling rapid deployment of water and energy consumption and supply data services,"Yu, J.; Leighton, B.; Mirza, F.; Singh, R.",21st International Congress on Modelling and Simulation,,,,,,,x,,,,,,,Not SE related based on title.
TN6IQC7E,Tools supporting green computing in Erlang,"Nagy, Gergely; Mészáros, Áron Attila; Bozó, István; Tóth, Melinda",Proceedings of the 18th ACM SIGPLAN International Workshop on Erlang,,,2019,x,x,x,,,,,,,x,Paper proposes refactorings for the Erlang language that may help decrease the energy consumption of Erlang software.
98DNPTFE,Towards an Energy-Consumption Based Complexity Classification for Resource Substitution Strategies.,"Höpfner, Hagen; Bunse, Christian",Grundlagen von Datenbanken,,,2010,x,x,x,,,,,,,x,Paper proposes substitution of resources (communication to the server vs local execution of calculations) as means of increasing energy efficiency. It also gives a function to determine which substitutions should be made.
DEDTCRLI,"Towards Developing Energy Efficient Mobile Applications: Models, Tools, and Guidelines","Chowdhury, Shaiful Alam",,,,2019,,,,,,x,,,,,Not peered reviewed.
SCNYLEXT,Towards energy efficient smart grids using bio-inspired scheduling techniques,"Amjad, Zunaira; Shah, Munam Ali; Maple, Carsten; Khattak, Hasan Ali; Ameer, Zoobia; Asghar, Muhammad Nabeel; Mussadiq, Shafaq",IEEE Access,,,2020,,,,x,,,,,,,Not SE related based on title.
AB7C5GT9,Underground water dam levels and energy consumption prediction using computational intelligence techniques,"Hasan, Ali N.; Twala, Bhekisipho; Marwala, Tshilidzi",2014 IEEE International Conference on Computational Intelligence and Virtual Environments for Measurement Systems and Applications (CIVEMSA),,,2014,,,,x,,,,,,,Not SE related based on title.
YXRUR287,Understanding the impact of cloud patterns on performance and energy consumption,"Khomh, Foutse; Abtahizadeh, S. Amirhossein",Journal of Systems and Software,,,2018,x,x,x,,,,,,,x,Paper proposes guidelines that developers and software architects can follow during the implementation of a cloud-based application.
U2KEHF3V,Understanding the impact of object oriented programming and design patterns on energy efficiency,"Maleki, Sepideh; Fu, Cuijiao; Banotra, Arun; Zong, Ziliang",2017 Eighth International Green and Sustainable Computing Conference (IGSC),,,2017,x,x,x,,,,,,,x,Paper proposes to avoid the Decorator code design pattern to increase energy efficiency. The paper also advocates to use the Flyweight design pattern to increase energy efficiency. 
FBST3FJ9,Urban stormwater management model and tools for designing stormwater management of green infrastructure practices,"Haris, H.; Chow, M. F.; Usman, F.; Sidek, L. M.; Roseli, Z. A.; Norlida, M. D.",IOP conference series: earth and environmental science,,,2016,,,,x,,,,,,,Not SE related based on title.
9FVKUBHW,Using 3D techniques in video game concept art: creating environmental concept art for a video game,"Kontkanen, Iida",,,,2021,,,,x,,,,,,,Not SE related based on title.
HNDBKGZL,Using competency questions to select optimal clustering structures for residential energy consumption patterns,"Toussaint, Wiebke; Moodley, Deshendran",arXiv preprint arXiv:2006.00934,,,2020,,,,x,,,,,,,Not SE related based on title.
XX8E2EU5,Web-based remote sensing applications and java tools for environmental monitoring,"Tsou, M. H.; Guo, L.; Stow, D.",Online Journal of Space Communication,,,2003,,,,x,,,,,,,Not SE related based on abstract.
JNMNXMD7,What do users really need? Participatory development of decision support tools for environmental management based on outcomes,"Hewitt, Richard J.; Macleod, Christopher JA",Environments,,,2017,,,,x,,,,,,,Not SE related based on title.
4MDMEJMT,Widening the Circle of Engagement Around Environmental Issues using Cloud-based Tools,"Elkhatib, Yehia; Gemmell, Alastair L.; Vitolo, Claudia; Wilkinson, Mark E.; Mackay, Eleanor B.; Percy, Barbara J.; Blair, Gordon S.; Gurney, Robert J.",2019 IEEE 39th International Conference on Distributed Computing Systems (ICDCS),,,2019,,,,x,,,,,,,Not SE related based on abstract.
75RI6BGI,Wireless Sensor Networks: A Comprehensive Comparison of Routing Protocols and Energy Efficient Techniques,"Chaudhary, Musharaf","Communications on Applied Electronics (CAE), Foundation of Computer Science FCS",,,2015,,,,x,,,,,,,Paper proposes energy saving techniques at the routing level.
