ID,Title,Authors,Venue,Venue Acronym,Venue Type,Year,Tactic Employed,"Tactic Type (Measurement, Refactoring, Implementation Tactic)","Abstraction Level (Architectural, Design, Code)","Platform (Agnostic, Workstation, Cloud, Mobile)","Software Development Stage (Requirements, Design, Implementation, Verification, and Maintenance)",Context,Study Design,Threats to Validity,Rigor,IR Subjects,IR Context,IR Scale,IR Research Method,Industrial Relevance,"Industry Involvement (Academic, Industrial, Mix)",Notes,,Year,Total,Journal,Conference,Workshop,Not Published (for which extention was found),Total Without SLRs,,Venue Acronym,With SLRs,Without SLR,Venue Acronym (Most Frequent),,Journals,Conferences,Workshops,Total
Y2YHD6TU,Initial explorations on design pattern energy usage,"Sahin, Cagri; Cayci, Furkan; Gutierrez, Irene Lizeth Manotas; Clause, James; Kiamilev, Fouad; Pollock, Lori; Winbladh, Kristina",2012 First International Workshop on Green and Sustainable Software (GREENS),GREENS,W,2012,"Paper proposes a hardware rig to measure the energy consumption of applications. They also make an investigation into which design patterns are the most energy efficient. The paper finds several design patterns that save energy efficiency. The authors also find that there might be some correlation between energy consumption and object instantiation, although they do not explore the subject more in depth","Energy Efficient Design Patterns, Hardware Based Measuring","Architectural, Design",Agnostic,"Design, Verification",0.5,0.5,0,1,0,0,1,0,1,Academic,,,,,,,,,,,COMPUTATION TOOLS ,1,1,,,,,,
F7RAFTPT,GREEN MOBILE APPLICATION DEVELOPMENT THROUGH SOFTWARE LOCALIZATION,"Kasakliev, Nikolay; Somova, Elena; Gocheva, Margarita",International Journal on Information Technologies & Security,IJITS,J,2019,"Paper proposes using localization, making different languages accessible to users, to increase the energy efficiency of an application. In the authors opinion, the usage time of applications with localization will be shorter, and users will not have to use other services to translate the application which might increase the energy consumption.",Energy Efficiency Through Localization,Architectural,Mobile,Requirements,-,-,-,-,-,-,-,-,-,Academic,,,,,,,,,,,ECSA,1,1,,,,,,
48433ESM,Evaluating the impact of code smell refactoring on the energy consumption of android applications,"Anwar, Hina; Pfahl, Dietmar; Srirama, Satish N.",2019 45th Euromicro Conference on Software Engineering and Advanced Applications (SEAA),SEAA,C,2019,"Paper investigates the influence of code smell refactoring on Android Open Source Apps. The paper finds that for some applications, applying the Duplicated Code and Type Checking refactorings reduced energy consumption up to 10%.",Code Refactoring,Code,Mobile,Maintenance,1,1,0.5,2.5,0,0,1,0,1,Academic,,,,,,,,,,,Procedia Computer Science,1,1,,,,,,
7UV7UTAY,Is software “green”? Application development environments and energy efficiency in open source applications,"Capra, Eugenio; Francalanci, Chiara; Slaughter, Sandra A.",Information and Software Technology,Information and Software Technology,J,2012,,,,,,,,,,,,,,,,Extended by MP459RVF,,,,,,,,,,MOMM,1,1,,,,,,
HGVX2ISL,Exploring the energy consumption of data sorting algorithms in embedded and mobile environments,"Bunse, Christian; Höpfner, Hagen; Mansour, Essam; Roychoudhury, Suman","2009 Tenth International Conference on Mobile Data Management: Systems, Services and Middleware",MDM,C,2009,"Paper explores that different sorting algorithms and their energy consumption. The paper finds that although Quicksort is the fastest sorting algorithm, it is not the most energy efficient. The paper also briefly investigates the impact of primitive data types, and finds that they greatly affect the energy of application software.","Algorithm Implementaion, Energy Efficiency Sorting, Energy Impact of Primitive Data Types",Code,Agnostic,Implementation,0.5,0.5,0,1,0,0,0,0,0,Academic,,,,,,,,,,,ICSME ,1,1,,,,,,
PSP8YZTG,"Program energy efficiency: The impact of language, compiler and implementation choices","Abdulsalam, Sarah; Lakomski, Donna; Gu, Qijun; Jin, Tongdan; Zong, Ziliang",International Green Computing Conference,IGSC,C,2014,"Paper compares the choice of languages, data structures, and compiler flag optimization to improve the energy efficiency of application software. Paper finds that although C/C++ are more energy efficient than Java, Java is more energy efficiency when complex memory allocation takes place. Paper also finds that malloc is more energy efficient than the new directive and that the -O2 and -O3 are more energy efficient than the -O1 flag. ","Code Optimization, Data Structure Optimization","Architectural, Code",Agnostic,"Design, Implementation",1,0.5,0,1.5,0,0,0,0,0,Academic,,,,,,,,,,,IPCCC,1,1,,,,,,
SJ37G2UP,What is keeping my phone awake? Characterizing and detecting no-sleep energy bugs in smartphone apps,"Pathak, Abhinav; Jindal, Abhilash; Hu, Y. Charlie; Midkiff, Samuel P.","Proceedings of the 10th international conference on Mobile systems, applications, and services",MOBISYS,C,2012,"Paper proposes a framework that can detect the no-sleep energy bug in mobile application's source code. The authors also do a study on the characteristics of this bug, and perform experimentation on the detection and removal of the bug. The framework analyzes an application's source code, and detects energy bugs which a developer can then fix. They find that the most prominent form of no-sleep bugs comes from developers not specifying a wakelock release at all or at the appropriate events, or the source code taking a path where no wakelock release is used. Other causes of wakelock bugs include an application having a wakelock at a global level, and race conditions.","Energy Bug Refactoring, Static Optimization",Code,Mobile,Maintenance,0.5,0.5,0,1,0,0,1,0,1,Academic,,,,,,,,,,,GvD Workshop,1,1,,,,,,
6RUTHNIE,Haskell in green land: Analyzing the energy behavior of a purely functional language,"Lima, Luís Gabriel; Soares-Neto, Francisco; Lieuthier, Paulo; Castor, Fernando; Melfe, Gilberto; Fernandes, João Paulo","2016 IEEE 23rd international conference on Software Analysis, Evolution, and Reengineering (SANER)",SANER,C,2016,"Paper propses adapts two measuring frameworks, Criterion and the GHC Profiler for the Haskell programming language to measure energy consumption. They then use the different profilers to measure the energy consumption of different implementation choices in Haskell. The authors find that thread management construct, such as using MVar over TMVar, highly affects the energy consumption of a multithreaded application. The paper also finds that performance does not equal energy savings","Code Optimization, Data Structure Optimization, Multithreaded Management Optimization, Measurment Framework",Code,Agnostic,"Implementation, Verification",1,1,1,3,0,0,1,0,1,Academic,,,,,,,,,,,ASE,1,1,,,,,,
T35M4IVQ,Process-level power estimation in vm-based systems,"Colmant, Maxime; Kurpicz, Mascha; Felber, Pascal; Huertas, Loïc; Rouvoy, Romain; Sobe, Anita",Proceedings of the Tenth European Conference on Computer Systems,EUROSYS,C,2015,"Paper proposes an energy agnostic mesaurement framework that can estimate the energy consumption of applications running at any level of virtualization in a system. BittWatts performs well in both distributed and single core settings, and can measure the energy consumption of distributed applications.",,Architectural,Cloud,Verification,1,1,0,2,0,0,0,0,0,Academic,,,,,,,,,,,IGCC,1,1,,,,,,
WSRMLBPA,Monitoring energy hotspots in software,"Noureddine, Adel; Rouvoy, Romain; Seinturier, Lionel",Automated Software Engineering,Automated Software Engineering,J,2015,"Paper proposes a measuring framework, e-surgeon that combines two approaches, an system monitoring library that measures the energy consumption of hardware components and from through bytecode statistical sampling.",Software Based Measuring,Code,Agnostic,Verification,1,1,0.5,2.5,0,0,1,0,1,Academic,Extended version.,,,,,,,,,,MIDDLEWARE,1,1,,,,,,
YXRUR287,Understanding the impact of cloud patterns on performance and energy consumption,"Khomh, Foutse; Abtahizadeh, S. Amirhossein",Journal of Systems and Software,Journal of Systems and Software,J,2018,"Paper analyzes the energy consumption of different cloud patterns such as local sharding based routers, local database proxy, priority message queue, competing consumers, gatekeeper, and pipes and filters. The authors find that the Local Database Proxy, Priority Message queue, and pipes and filters patterns increases energy efficiency of a cloud application. The paper also compares monolithic based architectures vs micro-services based architectures, and finds that micro-service based architectures are more energy efficient than monolithic architectures and recommends migrating monolithich architectures to microservices.",Cloud Architectural Patterns,Architectural,Cloud,Implementation,1,1,1,3,0,0,0,0,0,Academic,Extended version.,,,,,,,,,Total,100,157,142,,,,,,
WCP7LAPJ,On the impact of code smells on the energy consumption of mobile applications,"Palomba, Fabio; Di Nucci, Dario; Panichella, Annibale; Zaidman, Andy; De Lucia, Andrea",Information and Software Technology,Information and Software Technology,J,2019,"Paper finds that the code smells Internal Setter, Leaking Thread, Member Ignoring Method, and Slow Loop increase energy consumption up to 87 times compared to other code smells. The authors also find that refactoring these code smells improve energy efficiency in all situations.",Code Smell Refactoring,Code,Mobile,Maintenance,1,1,1,3,0,0,1,0,1,Academic,,,,,,,,,,,,,,,,,,,
2UXA9MJ2,An investigation into energy-saving programming practices for android smartphone app development,"Li, Ding; Halfond, William GJ",Proceedings of the 3rd International Workshop on Green and Sustainable Software,GREENS,W,2014,"Paper analyzes energy efficiency best practices found in the official Android's developers website.  The paper finds that sending larger files is more energy efficient than sending smaller files, high energy consumption increases energy consumption but only by a small amount, and that avoiding references to array length in a loop reduced energy by 10%, static invocations consumed 15% less energy than virtual invocations, and direct field accesses used 30-35% less energy than indirect getter and setter methods.","Energy efficient code, HTTP bundling,  Energy Efficiency Best Practices ",Code,Agnostic,Implementation,0.5,0.5,0,1,0,0,0,0,0,Academic,,,,,,,,,,,,,,,,,,,
UHQWKP93,Greening an existing software system using the GPU,"Scanniello, Giuseppe; Erra, Ugo; Caggianese, Giuseppe; Gravino, Carmine",Software-Practice & Experience,Software-Practice & Experience,J,2013,Paper proposes migrating existing software systems that are computing intensive to the GPU to increase energy effciency. The authors find that adapting a software application to run in the GPU can produce 13% in energy savings.,"Software Migration, GPU computing",Architectural,Agnostic,Maintenance,1,1,1,3,0,0,1,0,1,Academic,,,,,,,,,,,,,,,,,,,
SXUACNPF,Understanding energy behaviors of thread management constructs,"Pinto, Gustavo; Castor, Fernando; Liu, Yu David",Proceedings of the 2014 ACM International Conference on Object Oriented Programming Systems Languages & Applications,OOPSLA,C,2014,"Paper analyzes the relationship between thread management construct and energy consumption. The paper also analyzes how different turning knobs in the Java programming language impact energy consumption. The paper finds that different thread management constructs have different impacts on energy consumption depending on the nature of the application they are being applied to. For IO-bound programs, the Thread style incurs the least energy consumption, whereas the ForkJoin style has the most. For embarrassingly parallel benchmarks, the opposite holds. The paper also finds that sequential execution often leads to the least energy consumption, whereas parallel execution leads to improved energy/performance trade-off for nonembarassingly-serial programs. For data-centric division, asymmetric workloads in ForkJoin are more energy-friendly, and excessive forking width can lead to increased energy consumption. For data size, the authors find that data size has non-linear impact on energy consumption. They also find that performance is closely related to energy consumption in the presence of data size variations, but the two do not follow identical trajectories. Significant data copying leads to increased energy consumption, but its relative effect is often smaller than the performance loss it imposes. Data locality plays an important role in the energy consumption of multi-threaded programs.",Multithreading Optimization,Code,Agnostic,Implementation,1,1,1,3,0,0,0,0,0,Academic,,,,,,,,,,,,,,,,,,,
ZC77Q3ZT,Assessment of rest and websocket in regards to their energy consumption for mobile applications,"Herwig, Volker; Fischer, René; Braun, Peter",2015 IEEE 8th International Conference on Intelligent Data Acquisition and Advanced Computing Systems: Technology and Applications (IDAACS),IDAACS,C,2015,"Paper compares the energy consumption of REST vs Websocket protocols on a mobile application. The authors find that REST consumes more energy than WebSocket, and that a continuous connect and disconnect consumes more energy then a standing connection.",,Architectural,Mobile,Design,0.5,0.5,0,1,0,0,1,0,1,Mixed,,,,,,,,,,,,,,,,,,,
IL5CDLN3,Anole: a case for energy-aware mobile application design,"Chen, Hui; Luo, Bing; Shi, Weisong",2012 41st International Conference on Parallel Processing Workshops,ICPPW,C,2012,Paper proposes a framework that exposes a set of APIs and adaptation policies so that programmers can define energy states and set the application to different energy states when a specific energy event is triggered. The framework then triggers the applications and system to change to different power states when certain energy events happen. The framework also exposes api interfaces to let the end user costumize the adaptation settings.,"Energy adaptation, Energy Aware Programming, Dynamic Optimization",Architectural,Mobile,Design,0.5,0.5,0,1,0,0,1,0,1,Academic,,,,,,,,,,,,,,,,,,,
8Z4FJ9KZ,Variability models for generating efficient configurations of functional quality attributes,"Horcas, Jose-Miguel; Pinto, Mónica; Fuentes, Lidia",Information and Software Technology,Information and Software Technology,J,2018,"Paper propses a method to automatically generate optimum configurations of functional quality attributes in terms of energy efficiency for a specific application. The authors also present a characterization of functional quality requirements in terms of operations (encrypt/decrypt), contextual variables (e.g., the size of the object to be encrypted), configurable parameters (e.g., different algorithms), and implementations (e.g., existing framework and libraries), and the corresponding usage model for each FQA that includes all this information so it can be instantiated in the applications. ",Functional Quality Attribute Optimization,Architectural,Agnostic,Design,1,1,1,3,0,0,1,0,1,Academic,Extended version.,,,,,,,,,,,,,,,,,,
8GIMDP84,Towards applying reengineering services to energy-efficient applications,"Jelschen, Jan; Gottschalk, Marion; Josefiok, Mirco; Pitu, Cosmin; Winter, Andreas",2012 16th European Conference on Software Maintenance and Reengineering,CSMR,C,2012,"Paper explores different approaches that can be used to save energy at the application level such as static and dynamic analysis, refactoring and energy aware computing based on energy scenarios. However, the paper is a survey of the field, and not an empirical evaluation.","Static and Dynamic Analysis, Refactoring, Energy Aware Computing","Design, Code",Agnostic,Maintenance,,,,,,,,,,,SLR,,,,,,,,,,,,,,,,,,
TSQNKEX2,Energy Efficient Software Development Techniques for Cloud based Applications,"Alsayyah, Aeshah A.; Ahmed, Shakeel",International Journal of Advanced Trends in Computer Science and Engineering,IJATCSE,J,2020,Paper proposes adding an extra stage to the software development lifecycle that measures the energy consumption of code in cloud applications.,"Green SDLC, Hot Spot Testing","Architectural, Design, Code",Cloud,Verification,0.5,0.5,0,1,0,0,0,0,0,Academic,,,,,,,,,,,,,,,,,,,
8JBIUZ3B,Melta: A method level energy estimation technique for android development,"Farooq, Muhammad Umer; Khan, Saif Ur Rehman; Beg, Mirza Omer",2019 International Conference on Innovative Computing (ICIC),ICIC,C,2019,Paper proposes a method to measure energy efficiency at a method level. The paper does this by generating an energy consumption model by mapping the voltage and current readings onto the execution time of each method.,"Static Analysis, Method Level Energy Measurement",Code,Mobile,Verification,1,1,1,3,0,0,1,0,1,Academic,,,,,,,,,,,,,,,,,,,
IHN8YLLL,An empirical study of the energy consumption of android applications,"Li, Ding; Hao, Shuai; Gui, Jiaping; Halfond, William GJ",2014 IEEE International Conference on Software Maintenance and Evolution,ICSM,C,2014,"Paper investigates several questions regarding the energy consumption of mobile applications. The authors consider wich types of applications spend the most energy, what states of an application consume the most energy (idle, api-idle,non-idle), which code consumes more energy API calls or developer written code, how much energy is consumed by different components of a smartphone, which api calls consume the most energy, how much energy does loops consume, is time equal to energy, the correct granularity to measure energy and whether only measuring non-idle energy consumption accurately measures the total energy consumption of an application. The authors find that idle time consumes more energy than non-idle time, and that measuring only non-idle time does not accurately measures the total energy consumption of an application. The paper also finds that the most energy consuming component of a smartphone is the networking, and that optimization efforts must be focused on this area.","Static Analysis, Code Optimization",Code,Mobile,Implementation,1,1,1,3,0,0,1,0,1,Academic,,,,,,,,,,,,,,,,,,,
EEA62K47,Characterizing the performance and energy efficiency of lock-free data structures,"Hunt, Nicholas; Sandhu, Paramjit Singh; Ceze, Luis",2011 15th Workshop on Interaction between Compilers and Computer Architectures,INTERACT,W,2011,"Paper investigates the difference in energy efficiency of lock-free and locking data structures. They do so by implementing a locking and lock-free version of a fifo channel, a queue, and a linked list. The paper finds that most of the time lock-free implementations are more energy efficient than their locking counterparts.","Lock-free Data-structures, Locking Data-structures. Data-structure optimization, Concurrency, Multithreading",Code,Agnostic,Implementation,0.5,0.5,0,1,0,0,0,0,0,Academic,,,,,,,,,,,,,,,,,,,
G4AEGEBJ,A source-level energy optimization framework for mobile applications,"Li, Xueliang; Gallagher, John P.",2016 IEEE 16th International Working Conference on Source Code Analysis and Manipulation (SCAM),SCAM,C,2016,"Paper proposes an energy optimization framework guided by a source code energy model that allows developers to be aware of energy usage induced by code and to apply targeted source-level refactoring strategies. The authors first employ the energy model created to identify the most energy consuming methods of an application, then they choose the strategy needed to refactor the methods, and perform an evaulation of the refactored code.","Refactoring, Static Analysis, Source Code Measuring",Code,Mobile,"Verification, Maintenance",1,1,0.5,2.5,0,0,1,0,1,Academic,,,,,,,,,,,,,,,,,,,
TEJY8MU2,Time-and-energy-aware computation offloading in handheld devices to coprocessors and clouds,"Lin, Ying-Dar; Chu, Edward T.-H.; Lai, Yuan-Cheng; Huang, Ting-Jun",IEEE Systems Journal,IEEE Systems Journal,J,2013,"Paper proposes a framework that compares energy consumption vs perfomance requirements of executing android modules (libraries or components) at various execution environments (cpu, gpu, cloud) and decides at runtime the best environment to execute them. The authors do so by measuring the static (mobile power consumption,coprocessor speed, memory usage ) and dynamic (input size, output size) energy consumption and performance, in addition to outside factors like bandwith consumption, of an application in various execution environements and creates cost tables for each exexution environment. The framework can then compare the cost tables and decide at runtime the best environment to execute each module. ","Dynamic Optimization, Computational Offloading, Static Analysis, Dynamic Analysis",Architectural,Mobile,Implementation,0.5,1,0,1.5,0,0,0,0,0,Academic,,,,,,,,,,,,,,,,,,,
TN6IQC7E,Tools supporting green computing in Erlang,"Nagy, Gergely; Mészáros, Áron Attila; Bozó, István; Tóth, Melinda",Proceedings of the 18th ACM SIGPLAN International Workshop on Erlang,ERLANG,W,2019,"Paper proposes a tool that can estimate the energy consumption of erlang programs at runtime. The tool measures the energy consumption by running the source code of the specified module and using the RAPL measurement tool for intel processors to measure the energy consumed during the execution. The authos then measure the energy consumption of different data-structure implementations, high order functions, parallel language elements, and algorithmic skeletons. They then compare the energy efficiency of the same code under different compilers, and propose refactorings based on their findings. ","Dynamic Analysis, Runtime Measurements, Source Code Refactorings",Code,Agnostic,"Verification, Maintenance",0.5,0.5,0,1,0,0,0,0,0,Academic,,,,,,,,,,,,,,,,,,,
MT89KSP5,Green software architectures: A market-based approach,"Rangaraj, Govindaraj; Bahsoon, Rami",The Second International Workshop on Software Research and Climate Change (WSRCC),WSRCC,W,2010,"Paper proposes a framework to manage software systems which introduces a standalone architectural layer for self-managing power consumption. It does so by optimizes energy utilization of a runtime architectural instance by dynamically monitoring and matching the resource requirements (demand) with the resource availability (supply) in relation to various scalability scenarios. The authors do so by introducing a supply manager that deals with the resource availability of a software system (such as nodes in a cluster) and a demand manager that deals with the resource requierements of the software system (such as incoming requests per second). The authors then propose a supply/demand coordinator, that ensures the demand and supply of resource availability and requirements are in equilibrium. A strategic planner then produces change management plans depending on whether the system is underperforming or overperforming.",Dynamic Optimization,Architectural,Cloud,"Implementation, Maintenance",0,0.5,0,0.5,0,0,0,0,0,Academic,,,,,,,,,,,,,,,,,,,
K2EMKWMY,Accurate online power estimation and automatic battery behavior based power model generation for smartphones,"Zhang, Lide; Tiwana, Birjodh; Qian, Zhiyun; Wang, Zhaoguang; Dick, Robert P.; Mao, Zhuoqing Morley; Yang, Lei",Proceedings of the eighth IEEE/ACM/IFIP international conference on Hardware/software codesign and system synthesis,CODES/ISSS,C,2010,"Paper proposes a system level measuring framework that creates different energy consumption models for different hardware components depending on the phone used. However, they find that between different phone manufacturers and models, the per hardware energy consumption varies significantly. Hence, they cannot use this model in a generalized setting. The authors then present an energy model that can estimate system level power consumption based on battery usage. They then present PowerTutor, an app that lets developers measure the energy consumption changes of different phone components throughout software changes. ","Dynamic Analysis, Runtime Measurements, Energy Models",Architectural,Mobile,Verification,1,1,0,2,0,0,1,0,1,Mixed,,,,,,,,,,,,,,,,,,,
57QF6PCN,A green software development life cycle for cloud computing,"Chauhan, Nitin Singh; Saxena, Ashutosh",IT Professional,IT Professional,J,2013,Paper identifies energy-saving opportunities in a typical SDLC process to help build more environment-friendly software applications for the cloud.,Energy Efficient SDLC,"Architectural, Design, Code",Cloud,All Stages,0,0,0,0,0,0,0,0,0,Industrial,,,,,,,,,,,,,,,,,,,
HBFJ9WHS,Seeds: A software engineer's energy-optimization decision support framework,"Manotas, Irene; Pollock, Lori; Clause, James",Proceedings of the 36th International Conference on Software Engineering,ICSE,C,2014,,,,,,,,,,,,,,,,Extended by EUGXAZQP,,,,,,,,,,,,,,,,,,
GXRX9RTC,Investigation for Software Power Consumption of Code Refactoring Techniques.,"Park, Jae Jin; Hong, Jang-Eui; Lee, Sang-Ho",SEKE: Software Engineering and Knowledge Engineering,SEKE,C,2014,Paper analyzes different refactoring techniques from M. Fowler and their impact on energy consumption. It then presents a set of refactorings that can increase the energy efficiency of software.,"Code Refactoring,Static Optimization",Code,Agnostic,Maintenance,0.5,0.5,1,2,0,0,1,0,1,Academic,,,,,,,,,,,,,,,,,,,
FHS5P4KV,ptop: A process-level power profiling tool,"Do, Thanh; Rawshdeh, Suhib; Shi, Weisong",22nd ACM Symposium on Operating Systems Principles,SOSP,C,2009,,,,,,,,,,,,,,,,Extended by QKX9UAJY,,,,,,,,,,,,,,,,,,
PNH7EFHR,Greenoracle: Estimating software energy consumption with energy measurement corpora,"Chowdhury, Shaiful Alam; Hindle, Abram",2016 IEEE/ACM 13th Working Conference on Mining Software Repositories (MSR),MSR,C,2016,"Paper presents an energy consumption model that can estimate software energy consumption mostly within 10% error. The authors do so by profiling 984 versions from 24 different Android applications and creating an energy model that take system call traces and cpu usage into account. A developer can create a unit test for their mobile application, capture the system call traces, cpu usage and relevant information, and use the model proposed to estimate the energy consumption of the test.This way developers do not have to train their own models to find the energy usage of their application.","Software Metrics, Energy Models, Static Analysis",,Mobile,Verification,1,1,0.5,2.5,0,0,1,0,1,Academic,,,,,,,,,,,,,,,,,,,
K5C2XV33,Energy profiles of java collections classes,"Hasan, Samir; King, Zachary; Hafiz, Munawar; Sayagh, Mohammed; Adams, Bram; Hindle, Abram",Proceedings of the 38th International Conference on Software Engineering,ICSE,C,2016,"Paper analyzes the difference in energy consumption of different Java Collection classes to create per-method (insertion, iteration, random access) energy consumption profiles of each collection to provide a guide for software developers to choose the right collection depending on the context. The authors then present guidelines on which collection implementations to use depending on the context and input size.","Static Optimization, Code Optimization",Code,Agnostic,Implementation,1,0.5,1,2.5,0,0,1,0,1,Academic,,,,,,,,,,,,,,,,,,,
XUTI2HG8,Empirical evaluation of two best practices for energy-efficient software development,"Procaccianti, Giuseppe; Fernández, Héctor; Lago, Patricia",Journal of Systems and Software,JSS,J,2016,"Paper evaluates two industry best practices for reducing the energy consumption of applications, query optimization in MySQL Server and usage of “sleep” instruction in the Apache web server. The authors find that one can save up to 25% in energy consumption by following these two best practices.","Code Optimization, SQL Optimization",Code,Workstation,Implementation,1,1,1,3,0,0,1,0,1,Academic,,,,,,,,,,,,,,,,,,,
LSBAJWP4,Investigating the effect of design patterns on energy consumption,"Feitosa, Daniel; Alders, Rutger; Ampatzoglou, Apostolos; Avgeriou, Paris; Nakagawa, Elisa Yumi",Journal of Software: Evolution and Process,Journal of Software: Evolution and Process,J,2017,"Paper investigates the effect of two GoF patterns, template method and state/strategy, and their alternative implementations on energy consumption, as well as the pattern-related parameters that might influence this effect. Paper finds that in aproximately 79% of the cases, the alternative solutions to GoF design patterns are more energy efficient than the GoF version (24.43% for Template Method and 55.51% for Strategy). However, the authors find that the higher the source line of code and method calls of a design pattern the less advantageous the alternative solutions. ","Design Pattern Optimization, Static Optimization",Design,Agnostic,Implementation,1,1,1,3,0,0,1,0,1,Academic,,,,,,,,,,,,,,,,,,,
7IFZJFLT,Search-based energy optimization of some ubiquitous algorithms,"Brownlee, Alexander Edward Ian; Burles, Nathan; Swan, Jerry",IEEE Transactions on Emerging Topics in Computational Intelligence,IEEE Transactions on Emerging Topics in Computational Intelligence,J,2017,"Paper presents Opacitor, a bytecode level energy profiler for programs running on the JVM. The authors then use opacitor to create energy effcient versions of quicksort and objet-oriented classes and achieve 70% and 39.85% energy savings respectively. The authors do so by applying genetic improvement algorithms to the implementations of quicksort and the Google Guava OO library to generate more energy efficient versions. In addition, the authors propose using Automatic Differentiation in the training and validation of a multilayer perceptron to vary energy consumption vs accuracy of prediction.","Search Based Software Engineering Optimization, Static Optimization, Measurement, Bytecode Level Measurements, Energy Model, Java opcode measuring, Machine Learning Training Optimization",Code,Agnostic,Implementation,0.5,1,1,2.5,0,0,1,0,1,Academic,Extended version.,,,,,,,,,,,,,,,,,,
TKSV4V8X,Optimising energy consumption of design patterns,"Noureddine, Adel; Rajan, Ajitha",2015 IEEE/ACM 37th IEEE International Conference on Software Engineering,ICSE,C,2015,"Paper proposes transformations to the Observer and Decorator patterns to increase their energy efficiency. Although the paper proposes to use this transformation patterns at the compilation level, in this paper they apply the patterns directly to the source code of github applications.","Static Optimization, Design Pattern Optimization, Design Level Refactoring",Design,Agnostic,Maintenance,0.5,0.5,0,1,0,0,1,0,1,Academic,,,,,,,,,,,,,,,,,,,
D8RELEFX,Mining energy-greedy api usage patterns in android apps: an empirical study,"Linares-Vásquez, Mario; Bavota, Gabriele; Bernal-Cárdenas, Carlos; Oliveto, Rocco; Di Penta, Massimiliano; Poshyvanyk, Denys",Proceedings of the 11th working conference on mining software repositories,MSR,C,2014,"Paper explores how uses and misuses of Android's energy-greedy method calls and API usage patterns (wakelock, sensor data requests can lead to energy bugs. The paper finds that APIs related to gui and image manipulation and database usage are the most energy consuming APIs in the android system. Finally, the authors propose energy efficiency tactics for mobile applications that deal with these APIs","Code Optimization, Design Pattern Optimization","Design, Code",Mobile,Implementation,0.5,1,1,2.5,0,1,1,0,2,Academic,,,,,,,,,,,,,,,,,,,
S5BDSYDG,An Aspect Oriented Model for Software Energy Efficiency in Decentralised Servers.,"Chinenyeze, Samuel; Liu, Xiaodong; Al-Dubai, Ahmed Yassin",ICT4S,ICT4S ,C,2014,"Paper proposes using aspect oriented programming, a component-based approach to the implementation of crosscutting concerns, repeatable tasks that occur throughout a program, in order to increase the energy efficiency of software.","Energy Aware Programming, Dynamic Optimization",Design,Cloud,Implementation,0.5,0.5,0.5,1.5,0,0,0,0,0,Academic,,,,,,,,,,,,,,,,,,,
44E3X95Z,Earmo: An energy-aware refactoring approach for mobile apps,"Morales, Rodrigo; Saborido, Rubén; Khomh, Foutse; Chicano, Francisco; Antoniol, Giuliano",IEEE Transactions on Software Engineering,IEEE Transactions on Software Engineering,J,2017,"Paper performs an empirical study on the energy consumption of anti-patterns, it develops a technique to measure the energy consumption of mobile applications, proposes an automatic refactoring technique to improve the design quality of source code while preserving energy efficiency, and perform a study on the efficacy of earmo among mobile application developers. The paper finds that removing Binding resources too early, Private getters and setters, Refused Bequest, and Lazy class anti-patterns can improve energy efficiency in some cases.","Static Optimization, Design Pattern Refactoring, Dynamic Measuring, Power Measuring, Automatic Refactoring","Architectural, Design",Mobile,"Verification, Implementation",1,1,1,3,1,0,1,1,3,Academic,Extended version.,,,,,,,,,,,,,,,,,,
MXC33NQL,Architectural Tactics to Optimize Software for Energy Efficiency in the Public Cloud,"Vos, Sophie; Lago, Patricia; Verdecchia, Roberto; Heitlager, Ilja",International Conference on ICT for Sustainability,ICT4S ,C,2022,"Paper proposes several tactics for cloud users (developers, architects) to reduce the energy consumption of their public cloud usage. The authors present both static optimization strategies, such as using edge computing, and dynamic optimization strategies such as using auto-scaling.","Static Optimization, Dynamic Optimization, Measurement",Architectural,Cloud,Design,1,0.5,1,2.5,0,1,1,1,3,Mixed,,,,,,,,,,,,,,,,,,,
NE83TEBM,Energy consumption and efficiency in mobile applications: A user feedback study,"Wilke, Claas; Richly, Sebastian; Götz, Sebastian; Piechnick, Christian; Aßmann, Uwe","2013 IEEE International Conference on Green Computing and Communications and IEEE Internet of Things and IEEE Cyber, Physical and Social Computing",GREENCOM,C,2013,"Paper investigates user comments on Google Play market place for android applications to find which are the most common causes for energy inefficiency. The paper also proposes solutions to the most recurrent problems, but does not go into detail on them.",Refactoring,Code,Mobile,Maintenance,-,-,-,-,-,-,-,-,-,Academic,,,,,,,,,,,,,,,,,,,
G3L58GAT,Data-oriented characterization of application-level energy optimization,"Liu, Kenan; Pinto, Gustavo; Liu, Yu David",International Conference on Fundamental Approaches to Software Engineering,FASE ,C,2015,"Paper investigates how the choice of application-level data management features impact energy consumption. To do so, they investigate how data access patterns, data organization and representation, data precission and data i/o strategies impact the energy consumption of an application. Paper finds that random access, object-centric data organization, unbuffered I/O consume significantly more energy. The energy consumption for memory read and write are on par, but file write is significantly more expensive than file read. The paper also presents the jRAPL measuring tool that can measure energy consumption at a code level.","Static Optimization, Code Level Measurement, Dynamic Measurements",Code,Agnostic,Implementation,1,0.5,1,2.5,0,0,1,0,1,Academic,,,,,,,,,,,,,,,,,,,
